,Year,Rating,Runtime(Mins),Total_Gross,Title
3521,2011,8.1,146,169.71,The Help
3522,2008,8.1,116,148.1,Gran Torino
3523,2007,8.1,153,1.11,Chak De! India
3524,2004,8.1,132,100.49,Million Dollar Baby
3525,2004,8.1,80,5.82,Before Sunset
3526,2005,8.1,122,0.73,Black
3528,2001,8.1,183,0.3,Dil Chahta Hai
3530,2000,8.1,154,5.38,Amores perros
3531,2001,8.1,224,0.07,Lagaan: Once Upon a Time in India
3532,1998,8.1,105,1.65,Festen
3533,2000,8.1,98,2.73,Fa Yeung Nin Wah
3534,1996,8.1,93,16.5,Trainspotting
3535,1995,8.1,170,0.17,Underground
3536,1995,8.1,101,5.54,Before Sunrise
3537,1993,8.1,101,70.91,Groundhog Day
3538,1993,8.1,171,5.22,Ba wang bie ji
3539,1989,8.1,128,95.86,Dead Poets Society
3540,1986,8.1,89,52.29,Stand by Me
3541,1986,8.1,120,138.53,Platoon
3542,1986,8.1,120,4.94,Jean de Florette
3543,1984,8.1,145,2.18,"Paris, Texas"
3544,1982,8.1,188,4.97,Fanny och Alexander
3545,1979,8.1,162,0.23,Stalker
3547,1978,8.1,183,48.98,The Deer Hunter
3548,1976,8.1,120,117.24,Rocky
3551,1974,8.1,155,13.34,A Woman Under the Influence
3554,1966,8.1,121,0.06,La battaglia di Algeri
3556,1960,8.1,89,1.53,Jungfrukällan
3557,1959,8.1,212,74.7,Ben-Hur
3560,1957,8.1,110,0.75,Le notti di Cabiria
3561,1951,8.1,111,3.97,Ace in the Hole
3562,1948,8.1,135,10.9,The Red Shoes
3563,1946,8.1,170,23.65,The Best Years of Our Lives
3564,1940,8.1,129,0.06,The Grapes of Wrath
3565,1939,8.1,129,9.6,Mr. Smith Goes to Washington
3566,1937,8.1,113,0.17,La Grande Illusion
3567,1930,8.1,152,3.27,All Quiet on the Western Front
3568,1927,8.1,94,0.54,Sunrise: A Song of Two Humans
3569,2016,8.0,128,151.1,La La Land
3570,2015,8.0,144,228.43,The Martian
3571,2014,8.0,139,3.49,Mommy
3572,2013,8.0,126,25.57,Her
3573,2012,8.0,103,17.74,The Perks of Being a Wallflower
3574,2008,8.0,130,1.5,Okuribito
3576,2010,8.0,108,106.95,Black Swan
3577,2006,8.0,144,2.22,Lage Raho Munna Bhai
3578,2006,8.0,143,57.37,Blood Diamond
3579,2004,8.0,141,0.68,Dare mo shiranai
3580,2003,8.0,103,2.38,Bom yeoreum gaeul gyeoul geurigo bom
3581,2003,8.0,125,66.26,Big Fish
3584,1999,8.0,188,22.46,Magnolia
3585,1998,8.0,110,5.6,Central do Brasil
3586,1998,8.0,169,0.26,La leggenda del pianista sull'oceano
3587,1996,8.0,135,24.48,Sling Blade
3588,1996,8.0,136,13.42,Secrets & Lies
3590,1992,8.0,156,63.9,Scent of a Woman
3591,1988,8.0,133,178.8,Rain Man
3592,1987,8.0,128,3.33,Der Himmel über Berlin
3593,1987,8.0,104,4.54,Au revoir les enfants
3594,1983,8.0,125,0.01,Nostalgia
3595,1982,8.0,95,22.24,Pink Floyd: The Wall
3597,1979,8.0,130,30.18,Being There
3598,1972,8.0,91,1.74,Viskningar och rop
3599,1971,8.0,118,29.13,The Last Picture Show
3600,1971,8.0,181,80.5,Fiddler on the Roof
3602,1967,8.0,106,104.95,The Graduate
3604,1963,8.0,138,0.05,8½
3606,1962,8.0,134,4.05,What Ever Happened to Baby Jane?
3609,1961,8.0,134,8.28,The Hustler
3610,1960,8.0,174,19.52,La dolce vita
3616,1940,8.0,99,0.2,The Shop Around the Corner
3618,2019,7.9,137,2.0,Marriage Story
3619,2016,7.9,106,3.24,Sing Street
3620,2019,7.9,108,0.35,Jojo Rabbit
3621,2017,7.9,113,132.42,Wonder
3622,2019,7.9,154,5.57,Gully Boy
3623,2013,7.9,96,1.01,Short Term 12
3624,2013,7.9,109,8.11,Before Midnight
3625,2014,7.9,96,0.1,Hoje Eu Quero Voltar Sozinho
3626,2011,7.9,100,44.67,The Artist
3627,2012,7.9,127,6.74,Amour
3628,2009,7.9,144,0.01,Dev.D
3629,2010,7.9,165,4.02,My Name Is Khan
3630,2008,7.9,114,2.12,Låt den rätte komma in
3631,2008,7.9,109,26.24,The Wrestler
3632,2007,7.9,138,0.41,Jab We Met
3634,2014,7.9,165,25.38,Boyhood
3635,2007,7.9,113,1.19,"4 luni, 3 saptamâni si 2 zile"
3636,2012,7.9,127,124.99,Life of Pi
3638,2003,7.9,110,0.5,Vozvrashchenie
3639,2003,7.9,186,1.79,Kal Ho Naa Ho
3641,2001,7.9,98,1.06,No Man's Land
3642,2000,7.9,122,32.53,Almost Famous
3643,1997,7.9,194,659.33,Titanic
3644,1997,7.9,155,26.4,Boogie Nights
3645,1990,7.9,105,56.36,Edward Scissorhands
3646,1989,7.9,120,27.55,Do the Right Thing
3647,1986,7.9,149,0.3,Sacrifice
3648,1986,7.9,107,40.08,Hannah and Her Sisters
3649,1985,7.9,132,9.93,Brazil
3650,1979,7.9,96,45.7,Manhattan
3651,1973,7.9,123,0.58,Amarcord
3653,1970,7.9,113,0.54,Il conformista
3654,1965,7.9,197,111.72,Doctor Zhivago
3657,1959,7.9,90,0.09,Hiroshima mon amour
3658,1958,7.9,108,17.57,Cat on a Hot Tin Roof
3659,1951,7.9,122,8.0,A Streetcar Named Desire
3661,1947,7.9,96,2.65,Miracle on 34th Street
3662,1946,7.9,102,10.46,Notorious
3663,1946,7.9,96,0.3,La belle et la bête
3664,1945,7.9,101,9.46,The Lost Weekend
3669,2017,7.8,132,18.1,Call Me by Your Name
3670,2016,7.8,100,0.26,"I, Daniel Blake"
3671,2016,7.8,101,5.2,Hunt for the Wilderpeople
3672,2016,7.8,137,47.7,Manchester by the Sea
3673,2016,7.8,118,5.88,Captain Fantastic
3674,2019,7.8,135,108.1,Little Women
3675,2013,7.8,104,4.23,The Lunchbox
3676,2013,7.8,121,0.28,Soshite chichi ni naru
3677,2013,7.8,130,1.12,Kai po che!
3678,2013,7.8,123,15.32,About Time
3679,2012,7.8,134,1.67,English Vinglish
3680,2012,7.8,94,45.51,Moonrise Kingdom
3682,2007,7.8,86,9.44,Once
3683,2009,7.8,141,0.0,Mr. Nobody
3684,2006,7.8,117,2.28,The Fall
3685,2006,7.8,101,59.89,Little Miss Sunshine
3686,2008,7.8,166,127.51,The Curious Case of Benjamin Button
3687,2004,7.8,192,2.92,Veer-Zaara
3688,2005,7.8,129,38.41,Pride & Prejudice
3689,2004,7.8,97,3.64,Les choristes
3690,2004,7.8,123,81.0,The Notebook
3691,1999,7.8,101,8.26,Todo sobre mi madre
3692,2000,7.8,143,233.63,Cast Away
3693,1999,7.8,113,22.86,Being John Malkovich
3694,1997,7.8,106,12.34,Gattaca
3695,1996,7.8,242,4.41,Hamlet
3696,1996,7.8,159,4.04,Breaking the Waves
3697,1993,7.8,101,32.42,The Sandlot
3698,1993,7.8,134,22.95,The Remains of the Day
3699,1990,7.8,107,61.28,Misery
3700,1989,7.8,104,18.25,Crimes and Misdemeanors
3701,1985,7.8,97,45.88,The Breakfast Club
3702,1979,7.8,105,106.26,Kramer vs. Kramer
3703,1979,7.8,123,37.82,All That Jazz
3705,1973,7.8,114,0.06,La montaña sagrada
3706,1972,7.8,124,42.77,Cabaret
3707,1969,7.8,113,44.79,Midnight Cowboy
3708,1967,7.8,108,56.7,Guess Who's Coming to Dinner
3709,1964,7.8,91,0.03,Les parapluies de Cherbourg
3710,1964,7.8,170,72.0,My Fair Lady
3713,1940,7.8,92,0.3,His Girl Friday
3714,1938,7.8,126,4.66,You Can't Take It with You
3715,1935,7.8,75,4.36,Bride of Frankenstein
3716,1932,7.8,64,0.63,Freaks
3720,2016,7.7,124,2.4,Forushande
3722,2016,7.7,132,2.61,Kapoor & Sons
3723,2015,7.7,116,3.36,En man som heter Ove
3724,2014,7.7,126,124.87,The Fault in Our Stars
3725,2015,7.7,105,6.74,Me and Earl and the Dying Girl
3726,2014,7.7,119,42.34,Birdman or (The Unexpected Virtue of Ignorance)
3727,2013,7.7,141,2.85,La grande bellezza
3728,2013,7.7,180,2.2,La vie d'Adèle
3729,2012,7.7,111,0.18,The Broken Circle Breakdown
3730,2011,7.7,159,0.99,Rockstar
3731,2013,7.7,115,17.65,Nebraska
3732,2011,7.7,98,0.07,Detachment
3734,2013,7.7,91,274.09,Gravity
3735,2015,7.7,137,0.08,Beasts of No Nation
3736,2012,7.7,122,132.09,Silver Linings Playbook
3738,2009,7.7,95,32.39,(500) Days of Summer
3739,2008,7.7,94,9.03,The Boy in the Striped Pajamas
3740,2007,7.7,122,0.74,Auf der anderen Seite
3741,2010,7.7,90,1.75,Flipped
3742,2014,7.7,108,25.44,Ex Machina
3743,2006,7.7,120,0.41,Efter brylluppet
3744,2006,7.7,145,4.4,Zwartboek
3745,2005,7.7,134,83.04,Brokeback Mountain
3746,2004,7.7,101,1.08,The Machinist
3747,2003,7.7,113,0.02,Ondskan
3748,2003,7.7,102,44.59,Lost in Translation
3749,2002,7.7,114,4.89,The Magdalene Sisters
3750,2003,7.7,121,4.06,Good Bye Lenin!
3751,2002,7.7,105,15.54,In America
3752,2002,7.7,115,22.25,Adaptation.
3753,2001,7.7,120,0.14,Das Experiment
3754,2000,7.7,110,22.0,Billy Elliot
3755,2001,7.7,95,3.03,Hedwig and the Angry Inch
3756,2001,7.7,106,13.62,Y tu mamá también
3757,1998,7.7,134,2.81,Happiness
3758,1997,7.7,95,0.31,Ta'm e guilass
3759,1997,7.7,139,148.48,As Good as It Gets
3760,1997,7.7,96,0.19,Chun gwong cha sit
3761,1995,7.7,136,43.18,Sense and Sensibility
3762,1993,7.7,118,9.17,What's Eating Gilbert Grape
3763,1993,7.7,188,6.11,Short Cuts
3764,1993,7.7,125,77.32,Philadelphia
3765,1993,7.7,131,1.77,Naked
3766,1992,7.7,85,27.28,The Muppet Christmas Carol
3767,1992,7.7,138,141.34,A Few Good Men
3768,1991,7.7,129,2.02,Night on Earth
3769,1991,7.7,130,82.42,Fried Green Tomatoes
3770,1990,7.7,119,1.96,Yume
3771,1989,7.7,95,92.82,When Harry Met Sally...
3772,1985,7.7,154,98.47,The Color Purple
3773,1982,7.7,129,54.0,The Verdict
3774,1980,7.7,124,54.8,Ordinary People
3775,1975,7.7,160,14.82,Nashville
3776,1972,7.7,109,7.06,Deliverance
3777,1967,7.7,100,0.03,Belle de jour
3781,1954,7.7,124,21.75,The Caine Mutiny
3782,1952,7.7,129,10.55,The Quiet Man
3783,1951,7.7,105,0.54,The African Queen
3785,2019,7.6,161,142.5,Once Upon a Time... in Hollywood
3786,2017,7.6,127,0.57,Nelyubov
3787,2017,7.6,111,5.9,The Florida Project
3788,2017,7.6,104,0.34,God's Own Country
3789,2017,7.6,101,24.8,Gifted
3790,2019,7.6,97,13.12,The Peanut Butter Falcon
3791,2016,7.6,104,0.69,Mr. Church
3792,2015,7.6,97,0.85,Mustang
3794,2013,7.6,140,0.88,Raanjhanaa
3796,2011,7.6,95,0.1,"Oslo, 31. august"
3797,2011,7.6,97,0.46,Weekend
3798,2018,7.6,136,215.29,A Star Is Born
3800,2010,7.6,118,1.01,Hævnen
3801,2009,7.6,138,0.72,Wake Up Sid
3802,2011,7.6,100,35.01,50/50
3803,2007,7.6,102,0.11,Boy A
3805,2008,7.6,124,34.19,The Reader
3806,2007,7.6,104,9.42,The Visitor
3807,2008,7.6,123,69.95,Seven Pounds
3808,2006,7.6,121,12.9,Volver
3809,2006,7.6,113,40.14,Stranger Than Fiction
3810,2007,7.6,128,15.8,The Kite Runner
3811,2005,7.6,124,23.09,Match Point
3812,2004,7.6,105,0.7,Mysterious Skin
3813,2003,7.6,89,5.74,The Station Agent
3814,2003,7.6,135,59.7,Love Actually
3815,2002,7.6,135,13.06,25th Hour
3816,2004,7.6,113,57.94,The Butterfly Effect
3817,2001,7.6,132,40.31,I Am Sam
3818,2001,7.6,110,52.36,The Royal Tenenbaums
3819,2001,7.6,127,57.39,Moulin Rouge!
3821,1998,7.6,93,17.11,Rushmore
3822,1995,7.6,97,10.02,A Little Princess
3823,1995,7.6,135,71.52,The Bridges of Madison County
3824,1994,7.6,92,1.46,Trois couleurs: Blanc
3825,1991,7.6,118,14.92,The Commitments
3826,1991,7.6,116,6.15,Barton Fink
3827,1988,7.6,119,34.7,Dangerous Liaisons
3828,1987,7.6,107,1.54,Withnail & I
3829,1987,7.6,93,49.53,"Planes, Trains & Automobiles"
3830,1986,7.6,96,40.46,The Fly
3831,1981,7.6,109,119.29,On Golden Pond
3832,1977,7.6,138,132.09,Close Encounters of the Third Kind
3833,1976,7.6,126,1.92,Le locataire
3834,1971,7.6,100,0.02,Walkabout
3835,1968,7.6,138,38.9,Romeo and Juliet
3838,1960,7.6,101,0.08,Peeping Tom
3839,1960,7.6,90,0.05,Les yeux sans visage
3842,1953,7.6,118,30.5,From Here to Eternity
3847,2019,7.5,100,16.88,The Farewell
3849,2018,7.5,90,188.02,A Quiet Place
3850,2018,7.5,89,4.57,Zimna wojna
3851,2017,7.5,120,42.87,The Big Sick
3852,2018,7.5,110,40.83,"Love, Simon"
3853,2016,7.5,116,10.66,Nocturnal Animals
3854,2016,7.5,132,3.44,Miss Sloane
3855,2014,7.5,101,18.75,Still Alice
3856,2015,7.5,117,38.32,Brooklyn
3857,2013,7.5,115,44.47,No se aceptan devoluciones
3858,2012,7.5,158,148.81,Les Misérables
3859,2010,7.5,87,0.26,Boy
3860,2019,7.5,109,25.5,The Art of Racing in the Rain
3861,2012,7.5,115,7.44,Disconnect
3862,2009,7.5,99,9.17,A Single Man
3863,2011,7.5,92,0.02,Tyrannosaur
3864,2008,7.5,128,3.77,Entre les murs
3865,2008,7.5,131,17.02,The Hurt Locker
3866,2013,7.5,131,21.49,The Book Thief
3867,2007,7.5,96,143.5,Juno
3868,2006,7.5,127,1.83,The Wind that Shakes the Barley
3869,2006,7.5,143,34.3,Babel
3870,2005,7.5,92,24.79,Thank You for Smoking
3871,2004,7.5,127,0.18,Die fetten Jahre sind vorbei
3872,2006,7.5,137,5.46,Little Children
3873,2008,7.5,124,3.08,"Synecdoche, New York"
3874,2004,7.5,127,71.5,Sideways
3875,2003,7.5,93,0.55,Jeux d'enfants
3876,2003,7.5,111,41.41,Secondhand Lions
3877,2002,7.5,101,20.78,Whale Rider
3878,2002,7.5,113,45.06,28 Days Later...
3879,2002,7.5,110,41.68,The Hours
3880,2001,7.5,125,15.65,Life as a House
3881,2001,7.5,131,1.9,La pianiste
3882,2002,7.5,185,3.5,Devdas
3883,2000,7.5,111,9.18,You Can Count on Me
3884,1998,7.5,177,2.1,Kuch Kuch Hota Hai
3886,1998,7.5,89,0.17,Fucking Åmål
3887,1998,7.5,124,40.57,Pleasantville
3888,1998,7.5,118,10.68,Fear and Loathing in Las Vegas
3889,1997,7.5,112,3.25,The Sweet Hereafter
3890,1995,7.5,111,31.97,Leaving Las Vegas
3891,1995,7.5,112,1.51,La cité des enfants perdus
3892,1994,7.5,123,105.26,Interview with the Vampire: The Vampire Chronicles
3893,1993,7.5,134,0.08,Stalingrad
3894,1993,7.5,121,40.16,The Piano
3895,1992,7.5,108,10.56,Husbands and Wives
3896,1991,7.5,137,41.9,The Fisher King
3897,1989,7.5,107,64.43,Field of Dreams
3898,1988,7.5,88,7.18,"Mujeres al borde de un ataque de ""nervios"""
3899,1988,7.5,164,7.63,The Last Temptation of Christ
3900,1988,7.5,168,3.5,Le grand bleu
3901,1982,7.5,150,30.04,Sophie's Choice
3902,1979,7.5,121,15.28,Hair
3903,1973,7.5,104,3.19,The Last Detail
3904,1963,7.5,103,0.04,Le mépris
3906,2018,7.4,93,13.54,Eighth Grade
3907,2019,7.4,122,96.85,Downton Abbey
3908,2016,7.4,151,1.4,Dear Zindagi
3909,2017,7.4,130,21.02,Phantom Thread
3910,2016,7.4,111,27.85,Moonlight
3911,2017,7.4,94,48.96,Lady Bird
3912,2015,7.4,107,1.78,Saul fia
3913,2016,7.4,108,3.74,A Monster Calls
3914,2016,7.4,106,364.0,The Jungle Book
3915,2013,7.4,82,3.83,Ida
3916,2016,7.4,106,56.25,Me Before You
3918,2012,7.4,86,4.06,Frances Ha
3919,2012,7.4,120,2.06,De rouille et d'os
3920,2013,7.4,104,13.24,Inside Llewyn Davis
3921,2013,7.4,104,16.17,Begin Again
3922,2012,7.4,130,21.59,Mud
3923,2012,7.4,99,1.07,What Maisie Knew
3924,2011,7.4,87,1.38,Le gamin au vélo
3925,2013,7.4,103,21.5,The Way Way Back
3926,2011,7.4,118,84.35,"Crazy, Stupid, Love."
3927,2010,7.4,129,3.21,Another Year
3929,2009,7.4,109,83.82,Up in the Air
3930,2009,7.4,104,6.67,City Island
3931,2010,7.4,148,5.1,Biutiful
3935,2007,7.4,97,93.47,The Bucket List
3936,2007,7.4,124,19.66,Reign Over Me
3937,2008,7.4,155,0.6,Jaane Tu... Ya Jaane Na
3939,2006,7.4,125,8.06,The Painted Veil
3941,2007,7.4,114,31.66,August Rush
3942,2005,7.4,103,9.02,Transamerica
3943,2005,7.4,106,1.71,Everything Is Illuminated
3944,2004,7.4,128,77.87,The Terminal
3945,2004,7.4,102,26.78,Garden State
3946,2003,7.4,106,0.4,My Life Without Me
3947,2001,7.4,106,0.75,El espinazo del diablo
3948,2001,7.4,210,2.9,Kabhi Khushi Kabhie Gham...
3949,2000,7.4,108,3.45,Malèna
3950,2004,7.4,129,1.44,2046
3951,2000,7.4,113,27.29,High Fidelity
3952,1998,7.4,97,0.3,SLC Punk!
3953,1999,7.4,126,57.55,The Cider House Rules
3954,1997,7.4,112,7.84,The Ice Storm
3955,1998,7.4,110,2.38,Buffalo '66
3956,1996,7.4,162,78.65,The English Patient
3957,1995,7.4,88,4.77,Welcome to the Dollhouse
3958,1995,7.4,112,8.35,Smoke
3959,1992,7.4,142,25.97,Howards End
3960,1992,7.4,128,82.52,Dracula
3961,1986,7.4,114,28.61,Hoosiers
3962,1985,7.4,112,68.71,Witness
3963,1984,7.4,89,2.44,Stranger Than Paradise
3964,1984,7.4,138,47.95,The Natural
3965,1983,7.4,132,108.42,Terms of Endearment
3966,1982,7.4,116,177.2,Tootsie
3968,1979,7.4,122,51.72,The China Syndrome
3970,1973,7.4,110,115.0,American Graffiti
3971,1970,7.4,116,81.6,M*A*S*H
3972,1970,7.4,98,19.4,Five Easy Pieces
3973,1968,7.4,153,16.8,Oliver!
3976,1956,7.4,120,10.25,The Man Who Knew Too Much
3980,2018,7.3,118,67.36,Instant Family
3981,2018,7.3,85,7.36,Mid90s
3983,2017,7.3,123,63.86,The Shape of Water
3984,2016,7.3,118,2.14,Paterson
3986,2016,7.3,119,5.66,20th Century Women
3987,2018,7.3,136,0.39,The Nightingale
3988,2016,7.3,162,1.48,Toni Erdmann
3991,2015,7.3,124,2.7,Youth
3992,2015,7.3,139,1.98,Tamasha
3993,2014,7.3,122,54.24,The Hundred-Foot Journey
3994,2014,7.3,114,30.64,Chef
3995,2014,7.3,95,1.44,"Deux jours, une nuit"
3997,2013,7.3,98,33.41,Blue Jasmine
3998,2012,7.3,138,93.77,Flight
3999,2016,7.3,104,14.43,The Edge of Seventeen
4000,2011,7.3,121,1.73,Take Shelter
4001,2010,7.3,123,4.43,The Way
4002,2010,7.3,97,0.47,Submarine
4003,2010,7.3,134,7.5,Barney's Version
4007,2009,7.3,123,0.37,Fish Tank
4008,2011,7.3,120,11.24,Jane Eyre
4010,2009,7.3,100,12.57,An Education
4011,2009,7.3,135,7.99,The Boat That Rocked
4012,2010,7.3,112,9.74,Blue Valentine
4013,2009,7.3,109,49.2,My Sister's Keeper
4014,2011,7.3,115,82.58,The Descendants
4015,2008,7.3,119,22.91,Revolutionary Road
4016,2009,7.3,110,47.4,Precious
4017,2007,7.3,106,5.97,Lars and the Real Girl
4018,2007,7.3,116,52.9,Sweeney Todd: The Demon Barber of Fleet Street
4019,2005,7.3,145,57.49,Memoirs of a Geisha
4020,2006,7.3,120,81.61,Eight Below
4021,2005,7.3,126,18.32,North Country
4022,2005,7.3,81,7.36,The Squid and the Whale
4023,2013,7.3,114,58.24,The Secret Life of Walter Mitty
4024,2002,7.3,107,15.85,Far from Heaven
4025,2002,7.3,122,3.9,L'auberge espagnole
4026,2002,7.3,101,41.23,A Walk to Remember
4027,2002,7.3,95,17.84,Punch-Drunk Love
4028,2001,7.3,114,13.88,Monsoon Wedding
4029,2000,7.3,121,71.51,Chocolat
4030,2000,7.3,136,66.4,Finding Forrester
4031,2001,7.3,111,6.22,Ghost World
4032,1999,7.3,97,38.18,10 Things I Hate About You
4033,1999,7.3,130,30.65,Dogma
4034,1997,7.3,103,1.54,Carne trémula
4035,1996,7.3,139,153.95,Jerry Maguire
4036,1995,7.3,122,17.38,Murder in the First
4037,1995,7.3,143,82.57,Mr. Holland's Opus
4038,1994,7.3,115,50.08,Little Women
4039,1993,7.3,101,31.18,The Secret Garden
4040,1993,7.3,111,22.55,Much Ado About Nothing
4041,1992,7.3,128,107.53,A League of Their Own
4042,1989,7.3,117,83.76,Steel Magnolias
4043,1989,7.3,100,20.78,Say Anything...
4044,1989,7.3,99,106.59,Driving Miss Daisy
4045,1988,7.3,171,10.01,The Unbearable Lightness of Being
4046,1988,7.3,104,114.97,Big
4047,1984,7.3,102,20.16,The NeverEnding Story
4048,1981,7.3,124,1.11,Possession
4049,1981,7.3,140,34.97,Excalibur
4051,1977,7.3,123,28.0,Slap Shot
4052,1969,7.3,95,41.73,Easy Rider
4054,2020,7.2,97,160.07,A Quiet Place Part II
4057,2019,7.2,116,45.73,Five Feet Apart
4058,2017,7.2,137,1.63,Jolly LLB 2
4059,2017,7.2,104,2.02,Una Mujer Fantástica
4060,2017,7.2,151,1.5,The Square
4061,2018,7.2,104,99.22,Christopher Robin
4062,2017,7.2,99,9.6,The Wife
4063,2017,7.2,117,2.4,T2 Trainspotting
4064,2016,7.2,139,57.68,Fences
4065,2016,7.2,133,12.55,The Light Between Oceans
4066,2015,7.2,118,12.71,Carol
4067,2012,7.2,97,0.08,Stuck in Love
4068,2013,7.2,160,3.83,Yeh Jawaani Hai Deewani
4069,2014,7.2,102,44.13,St. Vincent
4070,2012,7.2,93,12.8,Beasts of the Southern Wild
4071,2014,7.2,120,1.36,Turist
4072,2012,7.2,104,2.54,Ruby Sparks
4073,2017,7.2,100,64.51,A Dog's Purpose
4074,2011,7.2,101,4.0,Shame
4075,2013,7.2,123,1.88,Only Lovers Left Alive
4076,2015,7.2,112,42.48,The Age of Adaline
4077,2010,7.2,105,5.79,Beginners
4078,2011,7.2,124,46.41,The Best Exotic Marigold Hotel
4079,2009,7.2,97,0.11,Kynodontas
4080,2013,7.2,143,144.84,The Great Gatsby
4081,2013,7.2,121,37.74,August: Osage County
4082,2009,7.2,112,39.46,Crazy Heart
4083,2009,7.2,99,0.27,Soul Kitchen
4084,2009,7.2,161,0.34,Enter the Void
4085,2009,7.2,99,2.28,Adam
4086,2008,7.2,167,2.07,Rab Ne Bana Di Jodi
4089,2009,7.2,127,5.01,Los abrazos rotos
4090,2009,7.2,111,0.06,The Road
4091,2007,7.2,91,11.9,The Darjeeling Limited
4092,2006,7.2,88,0.32,Wristcutters: A Love Story
4093,2006,7.2,120,3.96,Peaceful Warrior
4094,2006,7.2,108,0.04,Candy
4095,2008,7.2,114,37.77,The Secret Life of Bees
4096,2005,7.2,91,3.89,Me and You and Everyone We Know
4097,2006,7.2,120,4.86,"Paris, je t'aime"
4098,2007,7.2,96,82.27,Bridge to Terabithia
4100,2004,7.2,104,33.99,Closer
4101,2004,7.2,87,0.04,The Woodsman
4102,2006,7.2,105,4.66,La science des rêves
4103,2004,7.2,127,370.78,The Passion of the Christ
4104,2002,7.2,110,116.72,8 Mile
4105,2004,7.2,143,51.27,The Phantom of the Opera
4106,2002,7.2,125,65.02,About Schmidt
4107,2000,7.2,123,33.52,Pay It Forward
4108,2001,7.2,146,78.62,A.I. Artificial Intelligence
4109,2000,7.2,107,19.39,Wonder Boys
4110,1999,7.2,97,4.86,The Virgin Suicides
4111,1999,7.2,95,4.2,Sweet and Lowdown
4112,1999,7.2,124,116.09,Notting Hill
4113,1998,7.2,178,44.62,Meet Joe Black
4114,1997,7.2,91,45.95,The Full Monty
4115,1997,7.2,113,12.02,Chasing Amy
4116,1996,7.2,96,4.51,Swingers
4117,1995,7.2,91,27.47,Friday
4118,1994,7.2,106,15.19,Muriel's Wedding
4119,1994,7.2,111,2.87,The Hudsucker Proxy
4120,1993,7.2,142,0.11,Arizona Dream
4121,1993,7.2,139,32.2,The Age of Innocence
4122,1992,7.2,94,11.74,Strictly Ballroom
4123,1992,7.2,123,43.44,A River Runs Through It
4124,1992,7.2,139,1.86,Bitter Moon
4125,1990,7.2,102,11.54,Pump Up the Volume
4126,1989,7.2,100,24.74,"Sex, Lies, and Videotape"
4127,1988,7.2,116,9.13,Dead Ringers
4128,1987,7.2,133,51.25,Broadcast News
4129,1985,7.2,117,20.97,A Room with a View
4130,1983,7.2,103,20.77,The Dead Zone
4131,1980,7.2,103,9.71,Somewhere in Time
4134,1954,7.2,127,28.2,"20,000 Leagues Under the Sea"
4135,1951,7.2,114,4.5,An American in Paris
4137,2018,7.1,119,14.92,If Beale Street Could Talk
4138,2018,7.1,130,115.72,Creed II
4139,2018,7.1,109,6.05,Leave No Trace
4140,2015,7.1,95,4.25,45 Years
4141,2015,7.1,119,8.7,The Lobster
4142,2014,7.1,111,0.14,X+Y
4143,2015,7.1,119,12.23,Far from the Madding Crowd
4144,2013,7.1,85,1.36,Locke
4145,2015,7.1,121,75.76,The Intern
4146,2013,7.1,95,1.29,The Kings of Summer
4147,2013,7.1,95,6.85,The Spectacular Now
4148,2011,7.1,80,2.55,Carnage
4149,2011,7.1,107,5.35,Margin Call
4150,2011,7.1,106,10.18,Win Win
4151,2010,7.1,101,0.06,Les amours imaginaires
4152,2012,7.1,138,16.38,The Master
4153,2011,7.1,135,3.03,Melancholia
4154,2010,7.1,154,0.21,Les petits mouchoirs
4155,2010,7.1,113,19.07,Remember Me
4156,2011,7.1,124,75.62,We Bought a Zoo
4157,2010,7.1,103,2.43,Never Let Me Go
4160,2011,7.1,101,40.96,The Ides of March
4163,2008,7.1,112,31.97,"Definitely, Maybe"
4164,2010,7.1,101,6.35,It's Kind of a Funny Story
4165,2008,7.1,111,63.17,Forgetting Sarah Marshall
4166,2009,7.1,113,0.07,The Messenger
4167,2009,7.1,100,8.86,Everybody's Fine
4168,2007,7.1,114,6.61,The Savages
4169,2009,7.1,105,28.5,Brothers
4170,2009,7.1,134,0.3,Bakjwi
4171,2008,7.1,96,23.22,Vicky Cristina Barcelona
4172,2007,7.1,118,3.29,Things We Lost in the Fire
4173,2006,7.1,120,2.2,Gwoemul
4174,2006,7.1,106,2.69,Half Nelson
4175,2006,7.1,102,0.02,Cashback
4176,2009,7.1,107,63.41,The Time Traveler's Wife
4177,2004,7.1,119,0.16,A Love Song for Bobby Long
4178,2003,7.1,115,2.53,The Dreamers
4179,2001,7.1,111,31.25,Monster's Ball
4180,2002,7.1,109,16.35,White Oleander
4181,2002,7.1,101,41.39,About a Boy
4182,2001,7.1,128,1.49,Lucía y el sexo
4183,2001,7.1,98,0.41,The Believer
4184,1997,7.1,97,43.02,Wag the Dog
4185,1996,7.1,112,10.6,Beautiful Girls
4186,1994,7.1,117,52.7,Four Weddings and a Funeral
4187,1993,7.1,125,219.2,Mrs. Doubtfire
4188,1993,7.1,98,23.2,Benny & Joon
4189,1990,7.1,127,217.63,Ghost
4190,1987,7.1,102,80.64,Moonstruck
4191,1984,7.1,113,8.4,Nineteen Eighty-Four
4192,1983,7.1,105,56.2,The Big Chill
4193,1982,7.1,136,29.71,The World According to Garp
4194,1982,7.1,90,27.09,Fast Times at Ridgemont High
