,Year,Rating,Runtime(Mins),Total_Gross,Title
2794,2001,6.2,93,6.29,One Night at McCool's
2795,2001,6.2,123,40.34,Heartbreakers
2796,1995,6.2,105,7.56,Hackers
2797,1993,6.2,120,15.19,Needful Things
2798,1989,6.2,97,71.08,Turner & Hooch
2800,2013,6.1,93,0.52,Dom Hemingway
2801,2009,6.1,92,10.81,Extract
2802,2009,6.1,125,40.57,Duplicity
2803,2010,6.1,109,0.21,The Killer Inside Me
2804,2008,6.1,108,0.0,The Oxford Murders
2805,2007,6.1,102,20.57,The Invisible
2806,2005,6.1,90,110.33,Fun with Dick and Jane
2807,2007,6.1,121,27.67,Hannibal Rising
2808,2004,6.1,101,88.24,Starsky & Hutch
2809,2002,6.1,108,22.43,City by the Sea
2810,2002,6.1,115,31.95,Murder by Numbers
2811,2001,6.1,123,66.81,The Mexican
2812,1998,6.1,98,55.59,Snake Eyes
2813,1994,6.1,99,16.67,Baby's Day Out
2814,1994,6.1,92,5.37,Airheads
2815,1993,6.1,109,30.04,Point of No Return
2816,1988,6.1,107,111.94,Twins
2817,2015,6.0,100,90.41,Get Hard
2818,2014,6.0,111,33.68,The Gambler
2819,2008,6.0,101,40.08,Righteous Kill
2820,2018,6.0,100,30.62,Super Troopers 2
2821,2008,6.0,107,4.6,Deception
2823,2001,6.0,93,4.92,Birthday Girl
2824,1988,6.0,115,41.29,Tequila Sunrise
2825,1987,6.0,106,57.39,Dragnet
2826,1972,6.0,93,0.18,Pink Flamingos
2830,2008,5.9,95,0.11,Pathology
2831,2007,5.9,93,63.3,Saw IV
2832,2007,5.9,98,3.99,P2
2833,2007,5.9,80,20.34,Reno 911!: Miami
2834,2006,5.9,84,4.61,Let's Go to Prison
2835,2008,5.9,104,20.98,The X Files: I Want to Believe
2836,2007,5.9,108,16.93,88 Minutes
2837,2002,5.9,96,32.12,Analyze That
2838,1999,5.9,102,33.86,Mickey Blue Eyes
2839,1972,5.9,84,3.1,The Last House on the Left
2840,2013,5.8,100,112.2,The Hangover Part III
2841,2001,5.8,90,19.35,Saving Silverman
2842,2001,5.8,106,18.0,The Glass House
2844,2017,5.7,92,38.05,Jigsaw
2845,2013,5.7,111,134.51,Identity Thief
2846,2012,5.7,107,0.69,The Paperboy
2847,2009,5.7,86,23.99,Observe and Report
2848,2017,5.7,105,5.78,Suburbicon
2849,2007,5.7,109,23.98,Perfect Stranger
2850,2004,5.7,109,70.83,White Chicks
2851,2002,5.7,115,40.01,Enough
2852,1996,5.7,103,136.19,101 Dalmatians
2853,2017,5.6,88,25.48,The House
2854,2015,5.6,106,0.05,Regression
2855,2013,5.6,88,19.32,Runner Runner
2856,2016,5.6,92,17.78,Bad Santa 2
2857,2007,5.6,84,16.47,The Hitcher
2858,2006,5.6,121,22.52,The Black Dahlia
2859,2006,5.6,93,82.23,The Pink Panther
2860,2005,5.6,118,56.05,Be Cool
2861,2004,5.6,93,10.39,The Perfect Score
2862,2001,5.6,89,45.25,Domestic Disturbance
2863,1999,5.6,93,40.85,House on Haunted Hill
2864,1999,5.6,86,3.07,Jawbreaker
2865,2010,5.5,90,45.71,Saw 3D
2866,2009,5.5,101,29.06,The Stepfather
2867,2013,5.4,117,16.97,The Counselor
2868,2019,5.4,93,35.42,The Hustle
2869,2004,5.4,98,16.32,The Whole Ten Yards
2870,2012,5.3,94,14.12,Spring Breakers
2871,2011,5.3,91,0.02,Trespass
2873,2007,5.3,90,32.84,Balls of Fury
2874,2000,5.3,97,28.93,The Watcher
2875,2002,5.3,96,0.08,D-Tox
2876,2010,5.2,95,63.08,A Nightmare on Elm Street
2877,2009,5.2,91,20.82,Paul Blart: Mall Cop
2880,2000,5.2,99,117.56,Big Momma's House
2881,2015,5.1,87,34.51,Hot Pursuit
2882,2017,5.1,119,6.67,The Snowman
2883,2012,5.1,101,25.89,Alex Cross
2884,2012,5.1,109,0.74,Cosmopolis
2885,2005,5.1,115,48.48,Miss Congeniality 2: Armed & Fabulous
2886,2003,5.1,102,47.94,Agent Cody Banks
2887,2000,5.1,102,14.97,Get Carter
2889,2003,4.9,106,100.83,Charlie's Angels: Full Throttle
2890,1998,4.9,123,13.98,Blues Brothers 2000
2891,1987,4.9,88,28.06,Police Academy 4: Citizens on Patrol
2894,2001,4.8,95,25.64,Crocodile Dundee in Los Angeles
2895,2008,4.7,103,19.78,The Spirit
2896,2006,4.7,99,70.17,Big Momma's House 2
2897,2005,4.7,97,24.41,Elektra
2899,2004,4.5,97,36.61,Taxi
2900,1997,4.5,102,30.88,Home Alone 3
2901,1996,4.5,115,33.11,Striptease
2902,1988,4.5,90,4.24,Police Academy 5: Assignment: Miami Beach
2903,2015,4.4,94,71.04,Paul Blart: Mall Cop 2
2904,2011,4.4,107,37.92,"Big Mommas: Like Father, Like Son"
2905,2006,4.4,98,58.65,Little Man
2906,2005,4.4,101,26.87,xXx: State of the Union
2907,2003,4.4,89,66.93,Kangaroo Jack
2908,1989,4.3,84,11.57,Police Academy 6: City Under Siege
2909,2004,4.1,84,21.22,Torque
2910,1999,4.1,78,97.4,Inspector Gadget
2911,1993,4.1,104,10.7,RoboCop 3
2912,2018,3.9,90,30.57,Holmes & Watson
2913,1997,3.9,121,48.61,Speed 2: Cruise Control
2915,2004,3.4,104,40.2,Catwoman
2916,1994,3.4,83,0.13,Police Academy: Mission to Moscow
2918,2003,2.6,121,6.07,Gigli
2919,1999,2.5,97,27.14,Baby Geniuses
2921,2018,1.9,160,1.69,Race 3
2924,1963,8.2,172,12.1,The Great Escape
2925,1991,8.1,125,2.6,Da hong deng long gao gao gua
2928,1991,8.0,189,70.41,JFK
2930,1925,8.0,75,0.05,Bronenosets Potemkin
2932,1976,7.9,138,70.6,All the President's Men
2933,1956,7.9,220,93.74,The Ten Commandments
2934,2015,7.8,100,0.44,Under sandet
2937,2005,7.7,116,1.05,Joyeux Noël
2938,1995,7.7,140,173.84,Apollo 13
2939,1987,7.7,153,22.24,Empire of the Sun
2940,1986,7.7,130,7.15,Der Name der Rose
2943,2015,7.6,142,72.31,Bridge of Spies
2944,1998,7.6,170,36.4,The Thin Red Line
2945,1993,7.6,271,10.77,Gettysburg
2946,2012,7.5,114,19.02,Lo imposible
2947,2011,7.5,146,0.01,Jin ling shi san chai
2948,2007,7.5,157,4.6,"Se, jie"
2949,2012,7.4,118,2.34,No
2950,2012,7.4,157,95.72,Zero Dark Thirty
2951,1986,7.4,125,17.22,The Mission
2952,1981,7.4,110,5.73,Gallipoli
2953,1977,7.4,175,50.8,A Bridge Too Far
2955,2010,7.3,133,2.7,The Way Back
2956,2007,7.3,133,24.34,Across the Universe
2957,2004,7.3,163,133.38,Troy
2958,2003,7.3,140,120.28,Seabiscuit
2959,2000,7.3,145,34.59,Thirteen Days
2960,1973,7.3,106,24.48,Jesus Christ Superstar
2961,2017,7.2,107,8.04,The Death of Stalin
2963,2003,7.2,94,2.22,Shattered Glass
2964,2003,7.2,154,95.64,Cold Mountain
2966,2008,7.1,121,83.08,Valkyrie
2967,2016,7.1,161,7.1,Silence
2968,1998,7.1,123,100.32,Shakespeare in Love
2969,2018,7.0,164,11.85,Padmaavat
2970,2014,7.0,111,4.19,The Water Diviner
2971,1993,7.0,98,68.86,Cool Runnings
2972,1984,7.0,132,8.6,The Bounty
2973,2015,6.9,106,4.69,Suffragette
2974,1996,6.8,124,7.34,The Crucible
2975,1981,6.8,92,31.67,History of the World: Part I
2976,2006,6.7,167,59.95,The Good Shepherd
2977,2002,6.7,138,35.17,K-19: The Widowmaker
2978,1999,6.7,148,39.26,Anna and the King
2980,2015,6.6,113,1.11,Macbeth
2981,2014,6.1,118,78.03,The Monuments Men
2982,2006,6.0,129,70.28,World Trade Center
2983,2014,5.4,109,0.18,Serena
2984,1979,5.3,156,23.44,Caligola
2985,2008,5.1,109,94.78,"10,000 BC"
2986,2006,8.5,130,53.09,The Prestige
2987,1979,8.5,147,83.47,Apocalypse Now
2988,1960,8.5,109,32.0,Psycho
2989,1954,8.5,112,36.76,Rear Window
2990,2006,8.4,137,11.29,The Lives of Others
2991,2000,8.4,113,25.54,Memento
2992,2010,8.3,131,6.86,Incendies
2993,1958,8.3,128,3.2,Vertigo
2994,1941,8.3,119,1.59,Citizen Kane
2995,2009,8.2,129,6.39,El secreto de sus ojos
2996,2010,8.2,138,128.01,Shutter Island
2998,1999,8.2,107,293.51,The Sixth Sense
2999,1982,8.2,109,13.78,The Thing
3000,1974,8.2,130,8.49,Chinatown
3002,2014,8.1,149,167.77,Gone Girl
3003,2012,8.1,122,1.04,Kahaani
3004,2011,8.1,130,381.01,Harry Potter and the Deathly Hallows: Part 2
3005,1994,8.1,99,4.04,Trois couleurs: Rouge
3006,1949,8.1,104,0.45,The Third Man
3007,1940,8.1,130,4.36,Rebecca
3009,2001,8.0,113,1.48,Donnie Darko
3010,1995,8.0,129,57.14,Twelve Monkeys
3012,1972,8.0,138,4.08,Sleuth
3013,1959,8.0,161,11.9,Anatomy of a Murder
3015,2016,7.9,116,100.55,Arrival
3016,2009,7.9,119,0.11,Darbareye Elly
3018,2004,7.9,142,249.36,Harry Potter and the Prisoner of Azkaban
3019,2002,7.9,112,9.28,Hable con ella
3020,2001,7.9,147,7.22,Mulholland Dr.
3021,1993,7.9,94,1.32,Trois couleurs: Bleu
3022,1967,7.9,110,24.38,In the Heat of the Night
3023,1963,7.9,113,13.47,Charade
3025,1944,7.9,88,4.36,Laura
3027,2009,7.8,97,5.01,Moon
3028,2009,7.8,144,2.22,Das weiße Band - Eine deutsche Kindergeschichte
3029,2007,7.8,123,50.93,Atonement
3030,1974,7.8,113,4.42,The Conversation
3033,2017,7.7,104,176.04,Get Out
3034,2013,7.7,130,1.33,Le passé
3035,2010,7.7,146,295.98,Harry Potter and the Deathly Hallows: Part 1
3036,2005,7.7,157,290.01,Harry Potter and the Goblet of Fire
3037,1997,7.7,119,0.37,Abre los ojos
3038,1997,7.7,129,48.32,The Game
3039,1991,7.7,98,2.0,La double vie de Véronique
3041,2018,7.6,102,26.02,Searching
3042,2011,7.6,120,3.19,La piel que habito
3043,2006,7.6,110,39.87,The Illusionist
3044,2004,7.6,103,56.0,Saw
3045,2004,7.6,133,6.17,Un long dimanche de fiançailles
3046,2001,7.6,101,96.52,The Others
3047,1998,7.6,130,9.47,Le violon rouge
3048,1998,7.6,100,14.38,Dark City
3049,1997,7.6,134,3.8,Lost Highway
3050,1963,7.6,119,11.4,The Birds
3051,2018,7.5,148,0.72,Beoning
3053,2013,7.5,112,137.4,The Conjuring
3054,2011,7.5,112,1.74,We Need to Talk About Kevin
3055,2011,7.5,126,73.86,Hugo
3056,2008,7.5,104,33.42,Doubt
3057,1999,7.5,159,55.69,Eyes Wide Shut
3058,1997,7.5,144,60.98,The Devil's Advocate
3059,1997,7.5,150,100.92,Contact
3060,1989,7.5,140,54.46,The Abyss
3061,1976,7.5,111,4.27,The Omen
3063,1973,7.5,88,0.06,The Wicker Man
3065,1945,7.5,111,7.0,Spellbound
3067,2019,7.4,109,0.43,The Lighthouse
3071,2015,7.4,94,0.64,Remember
3072,2012,7.4,105,0.35,Dans la maison
3073,2012,7.4,172,27.11,Cloud Atlas
3075,2007,7.4,159,1.07,Bhool Bhulaiyaa
3076,2007,7.4,105,7.16,El orfanato
3077,2005,7.4,129,33.58,The Constant Gardener
3078,2002,7.4,161,261.99,Harry Potter and the Chamber of Secrets
3079,2001,7.4,120,50.34,K-PAX
3080,1996,7.4,111,103.05,Scream
3081,1990,7.4,113,26.12,Jacob's Ladder
3082,1976,7.4,98,33.8,Carrie
3083,1975,7.4,115,0.23,Picnic at Hanging Rock
3084,1964,7.4,102,12.37,A Shot in the Dark
3085,1955,7.4,106,8.75,To Catch a Thief
3086,2018,7.3,127,44.07,Hereditary
3087,2016,7.3,134,102.47,The Conjuring 2
3088,2014,7.3,106,0.33,I Origins
3090,2005,7.3,117,3.63,Caché
3091,2003,7.3,90,52.16,Identity
3092,2000,7.3,106,95.01,Unbreakable
3093,1999,7.3,105,101.07,Sleepy Hollow
3094,1998,7.3,84,3.22,Pi
3095,1994,7.3,103,2.1,Death and the Maiden
3096,1993,7.3,104,11.29,Manhattan Murder Mystery
3097,1941,7.3,99,4.5,Suspicion
3098,2013,7.2,89,0.07,Coherence
3099,2016,7.2,103,72.08,10 Cloverfield Lane
3100,2006,7.2,97,10.14,The Fountain
3101,2005,7.2,106,13.74,Broken Flowers
3102,2001,7.2,137,41.31,Gosford Park
3103,2002,7.2,118,67.36,Insomnia
3105,1997,7.2,90,0.5,Cube
3106,1992,7.2,134,4.16,Twin Peaks: Fire Walk with Me
3107,1987,7.2,113,17.19,Angel Heart
3109,1973,7.2,110,0.98,Don't Look Now
3110,1971,7.2,131,3.42,The Andromeda Strain
3115,2019,7.1,148,27.33,Midsommar
3116,2017,7.1,113,3.45,First Reformed
3117,2016,7.1,99,1.49,Julieta
3118,2010,7.1,100,6.53,Winter's Bone
3119,2010,7.1,116,12.13,Let Me In
3120,2020,7.1,124,70.41,The Invisible Man
3122,2007,7.1,92,0.04,Los cronocrímenes
3123,2005,7.1,103,6.3,The Jacket
3125,2002,7.1,115,129.13,The Ring
3127,1994,7.1,95,8.95,In the Mouth of Madness
3128,1974,7.1,98,4.05,Black Christmas
3130,2017,7.0,116,0.15,Thelma
3131,2017,7.0,121,2.29,The Killing of a Sacred Deer
3132,2015,7.0,108,43.77,The Gift
3133,2012,7.0,102,11.49,The Words
3134,2010,7.0,95,1.03,Buried
3135,2012,7.0,124,126.48,Prometheus
3136,2011,7.0,127,24.15,Tinker Tailor Soldier Spy
3137,2011,7.0,95,42.07,The Cabin in the Woods
3138,2009,7.0,123,41.6,Orphan
3140,2003,7.0,117,67.41,Holes
3141,1999,7.0,100,15.5,The Thirteenth Floor
3142,1998,7.0,121,83.9,The X Files
3143,1992,7.0,127,117.73,Basic Instinct
3144,1978,7.0,125,19.0,The Boys from Brazil
3145,1965,7.0,99,0.05,"Alphaville, une étrange aventure de Lemmy Caution"
3147,2018,6.9,95,9.23,Tully
3148,2015,6.9,92,25.14,The VVitch: A New-England Folktale
3149,2013,6.9,91,1.01,Enemy
3153,2011,6.9,129,31.85,Extremely Loud & Incredibly Close
3154,2004,6.9,114,12.83,Wicker Park
3155,2001,6.9,136,100.61,Vanilla Sky
3156,2001,6.9,101,24.19,Hearts in Atlantis
3157,1999,6.9,99,21.13,Stir of Echoes
3158,1990,6.9,127,86.3,Presumed Innocent
3159,2019,6.8,116,175.08,Us
3160,2016,6.8,86,0.01,The Autopsy of Jane Doe
3161,2014,6.8,100,14.67,It Follows
3162,2015,6.8,104,17.74,Mr. Holmes
3163,2018,6.8,115,32.73,Annihilation
3164,2014,6.8,94,0.92,The Babadook
3165,2012,6.8,110,48.09,Sinister
3168,2010,6.8,103,54.01,Insidious
3169,2011,6.8,102,2.98,Martha Marcy May Marlene
3170,2009,6.8,123,7.69,The Imaginarium of Doctor Parnassus
3171,2006,6.8,180,0.75,Inland Empire
3172,2007,6.8,104,71.99,1408
3173,2002,6.8,106,227.97,Signs
3174,2002,6.8,98,1.64,Spider
3175,1999,6.8,97,2.84,eXistenZ
3176,1993,6.8,154,158.35,The Firm
3177,1990,6.8,91,10.36,The Witches
3178,1989,6.8,102,36.6,The 'Burbs
3185,2018,6.7,105,0.09,Summer of 84
3187,2014,6.7,99,1.17,"Ich seh, Ich seh"
3189,2018,6.7,152,2.47,Suspiria
3190,2005,6.7,100,7.52,Proof
3191,2005,6.7,99,3.63,Stay
3192,2002,6.7,99,0.5,Gin gwai
3195,2000,6.7,112,12.01,The Gift
3196,1999,6.7,133,18.66,The Ninth Gate
3197,2001,6.7,122,31.6,From Hell
3199,1985,6.7,91,2.12,The Quiet Earth
3200,1984,6.7,116,40.2,2010: The Year We Make Contact
3202,2017,6.6,110,0.0,Marrowbone
3203,2017,6.6,96,55.68,Happy Death Day
3204,2017,6.6,121,17.8,Mother!
3206,2016,6.6,112,3.71,Midnight Special
3207,2015,6.6,100,0.23,The Invitation
3209,2005,6.6,93,87.04,Saw II
3210,2006,6.6,149,217.54,The Da Vinci Code
3211,2004,6.6,108,114.2,The Village
3212,2004,6.6,129,65.96,The Manchurian Candidate
3213,2000,6.6,130,155.46,What Lies Beneath
3214,1995,6.6,111,30.86,Powder
3215,1995,6.6,123,32.05,Copycat
3218,2017,6.5,109,102.09,Annabelle: Creation
3219,2017,6.5,111,0.27,The Endless
3220,2019,6.5,123,50.19,Ad Astra
3221,2015,6.5,119,31.09,Crimson Peak
3222,2013,6.5,104,27.7,Oculus
3223,2013,6.5,106,83.59,Insidious: Chapter 2
3224,2013,6.5,93,0.2,The Double
3226,2009,6.5,98,15.48,A Perfect Getaway
3227,2008,6.5,121,3.07,Blindness
3228,2005,6.5,104,47.81,The Skeleton Key
3229,2006,6.5,125,46.98,Silent Hill
3230,2004,6.5,96,48.02,Secret Window
3232,1999,6.5,81,140.54,The Blair Witch Project
3233,1998,6.5,104,40.06,The Faculty
3234,1996,6.5,118,4.57,Stealing Beauty
3235,1990,6.5,110,26.1,The Exorcist III
3236,2018,6.4,98,7.73,Unsane
3238,2016,6.4,146,8.11,A Cure for Wellness
3240,2014,6.4,91,0.03,White Bird in a Blizzard
3241,2013,6.4,97,0.13,Europa Report
3242,2017,6.4,98,12.24,Before I Fall
3244,2012,6.4,101,60.46,The Lucky One
3246,2010,6.4,108,334.19,Alice in Wonderland
3247,2002,6.4,119,35.75,The Mothman Prophecies
3248,2001,6.4,100,0.38,Session 9
3249,1994,6.4,112,18.09,Wes Craven's New Nightmare
3250,1991,6.4,102,24.2,The People Under the Stairs
3251,1980,6.4,95,39.75,Friday the 13th
3252,1979,6.4,143,82.26,Star Trek: The Motion Picture - The Director's Edition
3253,2021,6.3,112,65.63,The Conjuring: The Devil Made Me Do It
3256,2016,6.3,81,67.27,Lights Out
3257,2015,6.3,109,32.0,Paper Towns
3258,2015,6.3,106,22.35,Project Almanac
3259,2014,6.3,108,5.98,The Loft
3260,2014,6.3,97,7.57,While We're Young
3261,2014,6.3,92,2.96,Before I Go to Sleep
3262,2013,6.3,108,2.61,Under the Skin
3263,2010,6.3,80,33.58,Devil
3264,2007,6.3,86,107.92,Paranormal Activity
3265,2009,6.3,95,0.1,The House of the Devil
3267,2010,6.3,108,80.01,Dear John
3268,2009,6.3,87,28.57,The Uninvited
3269,2016,6.3,106,30.5,"Hail, Caesar!"
3270,2005,6.3,98,89.71,Flightplan
3271,2001,6.3,113,55.0,Don't Say a Word
3272,1997,6.3,120,101.36,Scream 2
3273,1993,6.3,109,14.54,The Vanishing
3274,2019,6.2,100,28.05,Happy Death Day 2U
3278,2017,6.2,91,13.99,It Comes at Night
3279,2016,6.2,99,35.14,Ouija: Origin of Evil
3280,2015,6.2,94,65.21,The Visit
3281,2019,6.2,108,62.74,Scary Stories to Tell in the Dark
3282,2017,6.2,116,0.03,Berlin Syndrome
3283,2014,6.2,93,21.2,"As Above, So Below"
3284,2016,6.2,113,77.04,Alice Through the Looking Glass
3286,2012,6.2,114,0.05,Red Lights
3287,2011,6.2,111,38.18,Scream 4
3289,2011,6.2,103,16.93,The Thing
3290,2007,6.2,100,0.06,The Nines
3291,2009,6.2,109,13.25,Case 39
3292,2004,6.2,100,5.01,Birth
3293,2002,6.2,99,14.97,Solaris
3294,2001,6.2,90,37.9,Jeepers Creepers
3296,1996,6.2,115,14.05,The Arrival
3297,2019,6.1,90,17.3,Brightburn
3298,2016,6.1,105,1.31,Personal Shopper
3299,2015,6.1,97,52.22,Insidious: Chapter 3
3300,2014,6.1,118,0.02,Winter's Tale
3302,2008,6.1,110,30.69,Mirrors
3303,2008,6.1,86,52.6,The Strangers
3304,2007,6.1,89,16.81,Dead Silence
3305,2002,6.1,104,30.06,Dragonfly
3308,2018,6.0,92,8.78,Unfriended: Dark Web
3309,2016,6.0,97,35.82,The Boy
3312,2014,6.0,97,0.6,The Signal
3313,2018,6.0,98,10.52,Greta
3314,2013,6.0,107,0.22,The Zero Theorem
3316,2018,6.0,105,68.55,The House with a Clock in Its Walls
3317,2011,6.0,92,21.28,Dream House
3318,2009,6.0,90,27.69,Saw VI
3319,2011,6.0,114,33.05,The Rite
3321,2008,6.0,98,0.08,The Midnight Meat Train
3322,2006,6.0,105,1.31,The Good German
3323,2001,6.0,116,16.25,Original Sin
3324,1981,6.0,87,21.72,Friday the 13th Part 2
3326,2019,5.9,106,74.15,Annabelle Comes Home
3328,2009,5.9,98,25.46,The Fourth Kind
3329,2009,5.9,104,0.11,After.Life
3330,2007,5.9,96,47.85,Premonition
3331,2012,5.9,92,49.13,The Possession
3332,2004,5.9,91,110.36,The Grudge
3333,2005,5.9,101,51.1,Hide and Seek
3336,2018,5.8,113,1.23,High Life
3337,2019,5.8,92,14.86,The Prodigy
3338,2016,5.8,90,0.15,The Void
3340,2011,5.8,83,104.01,Paranormal Activity 3
3343,2009,5.8,92,55.39,The Haunting in Connecticut
3344,2008,5.8,93,0.27,Passengers
3345,2005,5.8,90,10.05,Cry Wolf
3346,2004,5.8,95,58.17,Without a Paddle
3347,2004,5.8,91,66.64,The Forgotten
3348,2003,5.8,98,59.69,Gothika
3349,1997,5.8,110,33.96,The Relic
3350,1997,5.8,101,72.59,I Know What You Did Last Summer
3352,2018,5.7,103,67.75,Insidious: The Last Key
3353,2014,5.7,87,0.01,Honeymoon
3355,2010,5.7,91,84.75,Paranormal Activity 2
3356,2010,5.7,87,41.03,The Last Exorcism
3358,2019,5.7,101,54.72,Pet Sematary
3359,2019,5.6,99,45.37,Ma
3360,2014,5.6,83,32.48,Unfriended
3361,2005,5.6,105,25.47,Dark Water
3364,2009,5.6,115,15.05,The Box
3365,2004,5.6,104,4.99,Club Dread
3366,1998,5.6,99,38.07,Urban Legend
3367,2000,5.6,116,89.14,Scream 3
3369,2011,5.5,101,0.08,The Innkeepers
3371,2009,5.5,97,65.0,Friday the 13th
3373,2006,5.5,110,54.61,The Omen
3374,2006,5.5,110,42.29,Lady in the Water
3375,2005,5.5,101,56.39,White Noise
3377,2000,5.5,83,46.73,"Dude, Where's My Car?"
3378,2019,5.4,106,8.55,Serenity
3380,2014,5.4,99,84.27,Annabelle
3382,2011,5.4,100,37.66,Red Riding Hood
3384,2009,5.4,101,51.55,My Bloody Valentine
3385,2018,5.4,99,25.09,Winchester
3386,2006,5.4,93,7.03,Turistas
3387,2008,5.4,98,31.42,The Eye
3388,2005,5.4,110,76.23,The Ring Two
3389,2018,5.3,96,117.45,The Nun
3390,2015,5.3,97,27.74,Sinister 2
3391,2011,5.3,101,0.04,Sleeping Beauty
3394,2007,5.3,90,35.37,The Messengers
3395,2006,5.3,145,0.28,Southland Tales
3396,2019,5.2,93,54.73,The Curse of La Llorona
3397,2016,5.2,92,3.76,Friend Request
3398,2015,5.2,83,25.8,The Lazarus Effect
3399,2017,5.2,109,16.87,Flatliners
3400,2011,5.2,86,17.69,Apollo 18
3402,2008,5.2,111,0.01,Mutant Chronicles
3403,2008,5.2,85,25.93,Shutter
3404,2002,5.2,89,153.29,Scooby-Doo
3405,1995,5.2,109,81.02,Congo
3407,2011,5.1,106,28.09,Abduction
3408,2009,5.1,101,11.96,Sorority Row
3409,2006,5.1,97,23.29,The Covenant
3410,2003,5.1,99,75.85,The Haunted Mansion
3411,2004,5.1,93,84.22,Scooby-Doo 2: Monsters Unleashed
3412,2004,5.1,114,41.82,Exorcist: The Beginning
3413,1982,5.1,98,14.4,Halloween III: Season of the Witch
3415,2015,5.0,93,12.28,Hot Tub Time Machine 2
3416,2014,5.0,84,32.46,Paranormal Activity: The Marked Ones
3417,2012,5.0,86,18.12,Chernobyl Diaries
3418,2016,5.0,89,20.78,Blair Witch
3420,2006,5.0,85,23.09,Stay Alive
3421,2005,5.0,83,16.3,An American Haunting
3422,1999,5.0,113,91.41,The Haunting
3423,2010,4.9,92,0.02,Vanishing on 7th Street
3424,2020,4.9,109,27.31,Fantasy Island
3425,2012,4.9,95,17.53,Silent Hill: Revelation
3426,2003,4.9,86,32.55,Darkness Falls
3428,2016,4.8,93,26.58,The Forest
3429,2006,4.8,87,0.48,DOA: Dead or Alive
3430,2001,4.8,96,20.38,Valentine
3431,2016,4.7,101,28.85,Zoolander 2
3432,2009,4.7,88,42.67,The Unborn
3433,1998,4.7,100,40.0,I Still Know What You Did Last Summer
3434,1985,4.7,92,21.93,Friday the 13th: A New Beginning
3435,2015,4.6,88,18.3,Paranormal Activity: The Ghost Dimension
3436,2012,4.6,88,53.92,Paranormal Activity 4
3437,1998,4.6,105,21.46,Psycho
3438,2014,4.5,89,50.86,Ouija
3439,2017,4.5,102,27.79,Rings
3440,2006,4.4,114,5.97,Basic Instinct 2
3441,2005,4.1,89,46.75,Boogeyman
3442,2008,4.0,87,26.88,One Missed Call
3443,2000,4.0,90,26.44,Book of Shadows: Blair Witch 2
3444,2006,3.7,102,23.64,The Wicker Man
3445,2005,3.7,100,29.51,The Fog
3446,2007,3.6,106,7.5,I Know Who Killed Me
3447,2018,3.2,93,30.57,Slender Man
3448,1994,9.3,142,28.34,The Shawshank Redemption
3451,1999,8.8,139,37.03,Fight Club
3452,1994,8.8,142,330.25,Forrest Gump
3454,1975,8.7,133,112.0,One Flew Over the Cuckoo's Nest
3455,2014,8.6,169,188.02,Interstellar
3456,1998,8.6,169,216.54,Saving Private Ryan
3457,1997,8.6,116,57.6,La vita è bella
3460,2019,8.5,132,53.37,Gisaengchung
3461,2014,8.5,106,13.09,Whiplash
3462,1988,8.5,155,11.99,Nuovo Cinema Paradiso
3463,1942,8.5,102,1.02,Casablanca
3464,1936,8.5,87,0.16,Modern Times
3465,1931,8.5,87,0.02,City Lights
3466,2018,8.4,126,1.66,Capharnaüm
3467,2009,8.4,170,6.53,3 Idiots
3468,2007,8.4,165,1.22,Taare Zameen Par
3469,1999,8.4,122,130.1,American Beauty
3471,1981,8.4,149,11.49,Das Boot
3472,1980,8.4,146,44.02,The Shining
3475,1940,8.4,125,0.29,The Great Dictator
3476,2012,8.3,115,0.69,Jagten
3477,2011,8.3,123,7.1,Jodaeiye Nader az Simin
3479,2009,8.3,153,120.54,Inglourious Basterds
3480,2004,8.3,108,34.4,Eternal Sunshine of the Spotless Mind
3481,2000,8.3,102,3.64,Requiem for a Dream
3482,1997,8.3,126,138.43,Good Will Hunting
3483,1987,8.3,116,46.36,Full Metal Jacket
3485,1960,8.3,125,18.6,The Apartment
3486,1955,8.3,125,0.54,Pather Panchali
3487,1952,8.3,143,0.06,Ikiru
3488,1948,8.3,89,0.33,Ladri di biciclette
3489,1927,8.3,153,1.24,Metropolis
3490,1921,8.3,68,5.45,The Kid
3491,2019,8.2,143,0.9,Chhichhore
3493,2011,8.2,155,3.11,Zindagi Na Milegi Dobara
3494,2020,8.2,130,0.05,Dara iz Jasenovca
3497,2007,8.2,158,40.22,There Will Be Blood
3498,2006,8.2,118,37.63,Pan's Labyrinth
3499,2004,8.2,210,1.22,"Swades: We, the People"
3500,1998,8.2,103,125.62,The Truman Show
3501,1997,8.2,89,0.93,Bacheha-Ye aseman
3502,1957,8.2,161,44.91,The Bridge on the River Kwai
3505,1952,8.2,89,0.07,Umberto D.
3506,1950,8.2,138,0.01,All About Eve
3507,1939,8.2,238,198.68,Gone with the Wind
3508,2019,8.1,122,3.76,Portrait de la jeune fille en feu
3511,2016,8.1,145,2.01,Ah-ga-ssi
3512,2013,8.1,146,1.43,Queen
3513,2015,8.1,118,14.68,Room
3514,2014,8.1,122,3.11,Relatos salvajes
3515,2013,8.1,87,0.14,Mandariinid
3516,2014,8.1,196,0.17,Kis Uykusu
3517,2014,8.1,153,10.62,PK
3518,2012,8.1,125,0.92,OMG: Oh My God!
3519,2012,8.1,151,2.8,Barfi!
3520,2010,8.1,134,0.01,Udaan
